Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,season
�scar Duarte,CRC,DF,Levante,La Liga,32,1989,23,20,1773,19.7,0.1,1.02,0.25,25.0,0.1,0.4,11.2,0.0,0.0,0.0,41.1,48.8,84.3,945.1,330.8,0.0,0.1,1.37,0.0,0.0,1.73,0.2,0.15,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.71,0.56,0.41,0.0,1.27,0.56,0.71,1.37,2.34,5.18,0.0,58.8,11.2,36.7,23.1,1.73,1.22,56.4,,,,,,31.1,143.9,72.6,0.81,0.0,0.0,0.0,0.3,35.9,0.05,0.25,0.0,0.0,1.62,0.25,0.1,0.0,0.71,0.0,0.0,0.0,10.7,4.42,2.03,68.5,2021-2022
Rub�n Duarte,ESP,DF,Alav�s,La Liga,26,1995,34,31,2621,29.1,0.0,0.31,0.1,33.3,0.0,0.0,23.9,0.0,0.0,0.0,31.4,46.3,67.9,585.3,307.3,0.14,0.72,2.61,0.93,0.52,2.71,1.58,0.93,0.48,0.0,0.0,0.07,0.1,0.21,0.1,0.07,0.0,0.0,0.03,0.0,2.71,1.37,1.51,1.0,0.21,2.71,0.21,2.51,2.3,5.02,3.44,0.0,58.5,3.85,18.5,27.0,15.1,0.76,47.0,,,,,,25.1,109.2,56.6,2.75,1.03,0.17,0.41,0.45,24.9,0.76,0.41,0.03,0.03,1.65,1.51,0.07,2.65,1.37,0.03,0.03,0.0,9.42,2.34,1.48,61.3,2021-2022
Leo Dubois,FRA,DF,Lyon,Ligue 1,27,1994,23,20,1742,19.4,0.0,0.52,0.05,10.0,0.0,0.0,21.3,0.0,0.0,0.0,58.7,70.0,83.8,1090.1,351.2,0.0,0.88,3.66,1.19,0.52,5.21,2.06,1.6,0.26,0.0,0.15,0.05,0.0,0.21,0.1,0.0,0.0,0.05,0.05,0.0,2.89,1.91,1.65,0.88,0.36,2.27,0.15,2.11,1.44,4.33,1.6,0.0,80.1,2.94,20.8,42.2,22.8,1.13,70.3,,,,,,51.3,254.9,156.8,7.01,2.11,0.26,0.72,0.57,53.7,2.78,0.26,0.0,0.0,0.98,0.77,0.05,2.99,1.91,0.05,0.0,0.0,7.16,0.93,1.19,43.9,2021-2022
Martin D�bravka,SVK,GK,Newcastle Utd,Premier League,33,1989,26,26,2340,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,32.5,63.3,785.4,541.4,0.0,0.08,0.58,0.0,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.5,28.0,34.2,0.46,0.0,0.0,21.6,,,,,,14.9,87.6,45.6,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.04,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,2021-2022
Ondrej Duda,SVK,MF,K�ln,Bundesliga,27,1994,31,20,1611,17.9,0.11,2.35,0.84,35.7,0.05,0.13,19.1,0.0,0.0,0.0,28.3,38.0,74.3,510.4,129.7,0.0,1.17,2.68,1.17,0.22,3.46,3.46,2.07,0.34,0.56,0.17,0.22,0.11,0.06,0.0,0.0,0.06,0.0,0.0,0.0,1.23,1.01,0.22,0.67,0.34,0.89,0.11,0.78,1.56,2.79,0.61,0.0,51.6,0.89,6.15,27.9,20.6,3.18,48.6,,,,,,36.3,163.5,61.1,3.18,0.95,0.34,2.46,2.12,33.7,6.54,0.28,0.0,0.0,2.35,2.01,0.0,0.73,1.01,0.0,0.0,0.0,8.94,1.4,2.07,40.3,2021-2022
Jeremy Dudziak,TUN,MFFW,Greuther F�rth,Bundesliga,26,1995,22,15,1134,12.6,0.16,1.27,0.32,25.0,0.13,0.5,13.9,0.0,0.0,0.0,17.6,26.1,67.5,296.3,91.6,0.0,1.11,1.67,0.63,0.4,2.54,2.22,1.43,0.16,0.16,0.16,0.32,0.0,0.24,0.0,0.0,0.08,0.0,0.16,0.0,1.43,1.03,0.56,0.63,0.24,1.11,0.0,1.11,1.27,2.7,0.32,0.0,38.9,0.48,5.79,19.3,16.4,2.94,35.9,,,,,,23.8,119.7,59.5,3.41,1.03,0.24,1.83,2.14,23.6,5.63,0.08,0.0,0.0,1.11,2.14,0.24,1.83,1.03,0.16,0.0,0.0,6.67,1.27,1.67,43.2,2021-2022
Shane Duffy,IRL,DF,Brighton,Premier League,30,1992,18,15,1436,16.0,0.06,1.31,0.31,23.8,0.05,0.2,9.4,0.0,0.0,0.0,55.9,62.9,88.8,1292.4,355.1,0.0,0.19,3.44,0.13,0.0,2.19,0.5,0.38,0.0,0.0,0.13,0.0,0.0,0.13,0.06,0.0,0.0,0.06,0.0,0.0,1.0,0.56,0.75,0.06,0.19,2.19,1.19,1.0,1.13,2.13,5.69,0.06,74.5,12.1,45.1,29.3,3.81,1.63,73.3,,,,,,44.0,179.9,93.9,1.75,0.38,0.0,0.19,0.06,52.5,0.13,0.44,0.0,0.0,1.25,0.44,0.06,0.0,0.56,0.0,0.0,0.0,9.5,5.06,1.44,77.9,2021-2022
Unai Dufur,ESP,DF,Osasuna,La Liga,23,1999,1,1,90,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.7,0.0,0.0,0.0,37.0,50.0,74.0,827.0,276.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,4.0,3.0,0.0,59.0,5.0,19.0,39.0,2.0,1.0,59.0,,,,,,30.0,127.0,49.0,1.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,5.0,2.0,71.4,2021-2022
Denzel Dumfries,NED,DF,Inter,Serie A,26,1996,33,21,2028,22.5,0.22,1.73,0.76,43.6,0.13,0.29,10.9,0.0,0.0,0.0,28.8,38.4,74.9,474.1,159.6,0.18,1.2,1.42,1.2,0.4,3.6,2.44,1.87,0.09,0.22,0.18,0.09,0.0,0.27,0.18,0.04,0.0,0.0,0.04,0.0,1.78,1.11,0.58,0.71,0.49,1.29,0.36,0.93,1.16,2.93,1.2,0.0,50.0,2.18,10.3,17.7,25.0,5.96,43.7,,,,,,30.1,158.2,86.0,3.64,1.11,0.89,1.29,1.38,31.3,5.78,0.13,0.0,0.0,1.47,1.87,0.18,2.31,1.11,0.09,0.04,0.0,5.78,2.62,1.82,59.0,2021-2022
Paul Dummett,WAL,DF,Newcastle Utd,Premier League,30,1991,3,2,198,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,30.9,75.0,394.1,198.2,0.0,0.0,2.27,0.0,0.0,1.36,0.45,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,1.82,2.73,0.91,0.45,1.36,0.0,1.36,1.82,5.91,4.09,0.45,41.4,3.18,16.8,20.5,6.36,0.0,33.2,,,,,,18.6,68.6,32.7,1.82,0.91,0.0,0.0,0.0,16.4,0.0,0.91,0.0,0.0,1.82,1.36,0.0,1.36,1.82,0.0,0.0,0.0,4.55,1.36,1.36,50.0,2021-2022
Alfred Duncan,GHA,MF,Fiorentina,Serie A,29,1993,33,21,1931,21.5,0.09,0.51,0.14,27.3,0.18,0.67,18.7,0.0,0.0,0.0,34.9,44.2,79.1,744.2,193.3,0.09,1.16,4.28,1.35,0.28,4.84,2.23,1.81,0.05,0.05,0.05,0.05,0.23,0.23,0.23,0.0,0.0,0.0,0.0,0.0,1.63,1.07,0.65,0.6,0.37,1.16,0.19,0.98,1.07,2.7,0.47,0.0,51.6,1.02,8.7,29.9,16.1,1.86,50.7,,,,,,35.0,168.4,94.2,3.72,1.4,0.56,0.74,1.21,38.1,3.12,0.14,0.0,0.0,1.26,0.6,0.0,1.35,1.07,0.0,0.0,0.0,6.65,0.7,0.84,45.5,2021-2022
Lewis Dunk,ENG,DF,Brighton,Premier League,30,1991,29,29,2573,28.6,0.03,0.66,0.24,36.8,0.05,0.14,10.0,0.0,0.0,0.0,58.6,65.8,89.1,1375.2,378.2,0.0,0.07,2.97,0.07,0.03,1.89,0.52,0.38,0.03,0.0,0.1,0.0,0.0,0.07,0.03,0.03,0.0,0.0,0.0,0.0,0.7,0.38,0.31,0.35,0.03,1.47,0.94,0.52,1.61,2.31,4.16,0.1,74.2,11.5,43.5,31.9,3.01,1.12,72.3,,,,,,48.0,248.6,117.2,1.43,0.35,0.0,0.24,0.14,54.1,0.03,0.1,0.03,0.0,0.28,0.21,0.0,0.21,0.38,0.0,0.0,0.0,8.99,3.18,1.54,67.4,2021-2022
Erik Durm,GER,DF,Eint Frankfurt,Bundesliga,30,1992,7,7,474,5.3,0.0,0.19,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,35.8,51.7,69.3,720.4,294.0,0.19,0.57,3.02,0.94,0.0,4.15,1.13,1.13,0.0,0.0,0.0,0.0,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,2.83,1.13,1.13,1.13,0.57,1.32,0.19,1.13,2.08,4.91,2.26,0.0,61.7,3.21,16.8,33.4,15.1,0.57,49.2,,,,,,30.8,172.6,94.5,4.91,1.7,0.19,0.94,1.13,32.1,2.08,0.19,0.0,0.0,0.57,1.32,0.0,2.45,1.13,0.0,0.0,0.0,7.92,0.75,1.89,28.6,2021-2022
Hugo Duro,ESP,FWMF,Valencia,La Liga,22,1999,30,22,1834,20.4,0.34,1.52,0.74,48.4,0.23,0.47,11.4,0.0,0.0,0.0,13.8,19.2,72.1,190.6,43.3,0.05,0.69,0.49,0.15,0.0,0.93,1.57,1.03,0.0,0.15,0.05,0.29,0.05,0.34,0.1,0.0,0.05,0.05,0.1,0.05,1.52,0.98,0.59,0.74,0.2,1.47,0.1,1.37,0.39,1.91,0.64,0.05,32.2,1.18,4.8,13.6,15.5,3.53,31.3,,,,,,18.0,51.8,24.6,1.13,0.44,0.25,3.04,2.6,20.9,4.51,0.15,0.05,0.05,1.57,2.3,0.34,0.39,0.98,0.1,0.0,0.0,5.54,2.35,4.22,35.8,2021-2022
Hugo Duro,ESP,DFMF,Getafe,La Liga,22,1999,1,0,12,0.1,0.0,20.0,10.0,50.0,0.0,0.0,16.0,0.0,0.0,0.0,30.0,40.0,75.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,60.0,50.0,60.0,,,,,,20.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,50.0,20.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,50.0,2021-2022
Jean-Kevin Duverne,FRA,DF,Brest,Ligue 1,24,1997,37,33,3007,33.4,0.03,0.42,0.09,21.4,0.07,0.33,15.8,0.0,0.0,0.0,40.4,53.6,75.4,784.5,365.1,0.09,0.81,4.22,0.9,0.51,4.49,1.41,1.2,0.09,0.09,0.0,0.03,0.0,0.18,0.18,0.0,0.0,0.0,0.0,0.0,2.25,1.32,1.41,0.69,0.15,1.89,0.24,1.65,2.31,4.55,2.75,0.03,65.1,4.04,22.6,33.3,13.6,1.2,56.2,,,,,,37.2,193.2,117.7,4.1,1.59,0.15,1.11,0.81,37.2,0.96,0.03,0.0,0.0,1.14,0.99,0.09,1.8,1.32,0.0,0.0,0.03,8.14,1.29,1.05,55.1,2021-2022
Paulo Dybala,ARG,FWMF,Juventus,Serie A,28,1993,29,26,2061,22.9,0.44,4.28,1.62,37.8,0.09,0.24,21.9,0.48,0.04,0.09,40.0,49.3,81.1,755.6,158.8,0.22,1.66,3.06,1.4,0.31,4.32,4.15,2.79,0.48,0.26,0.13,0.35,0.13,0.52,0.44,0.09,0.0,0.0,0.0,0.0,1.14,0.66,0.26,0.44,0.44,1.05,0.0,1.05,0.83,1.97,0.13,0.0,64.3,0.39,6.9,32.6,28.9,3.93,59.3,,,,,,45.7,222.1,101.7,5.81,1.4,0.7,2.93,1.7,49.1,7.64,0.13,0.0,0.0,0.87,2.36,0.26,1.44,0.66,0.0,0.0,0.0,6.38,0.17,1.09,13.8,2021-2022
Edin D?eko,BIH,FW,Inter,Serie A,36,1986,36,27,2469,27.4,0.47,3.18,1.28,40.2,0.15,0.37,10.6,0.0,0.0,0.0,21.1,29.7,70.9,373.5,90.7,0.22,1.39,1.72,1.42,0.29,3.03,3.25,2.63,0.0,0.22,0.22,0.18,0.0,0.55,0.44,0.0,0.0,0.07,0.04,0.0,0.84,0.66,0.29,0.29,0.26,0.88,0.26,0.62,0.29,1.13,1.06,0.0,41.8,1.72,4.16,20.4,19.6,6.86,40.9,,,,,,25.5,126.3,63.5,3.5,1.35,0.8,2.26,1.53,32.8,9.38,0.07,0.0,0.0,1.02,1.61,0.18,1.35,0.66,0.07,0.0,0.0,3.91,3.47,2.92,54.3,2021-2022
Enzo Ebosse,CMR,DF,Angers,Ligue 1,23,1999,27,21,1890,21.0,0.0,0.19,0.0,0.0,0.0,0.0,22.4,0.0,0.0,0.0,43.6,51.4,84.8,859.4,324.3,0.0,0.52,2.14,0.24,0.14,2.48,1.14,0.81,0.05,0.05,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.67,1.1,0.38,0.1,1.24,0.38,0.86,1.95,3.52,2.05,0.0,59.7,5.48,28.6,30.1,5.05,0.33,56.6,,,,,,40.7,224.6,111.7,3.33,0.76,0.0,0.95,0.14,40.6,0.38,0.05,0.0,0.0,0.76,0.95,0.0,0.52,0.67,0.0,0.05,0.0,7.71,1.19,1.24,49.0,2021-2022
Tyronne Ebuehi,NGA,DF,Venezia,Serie A,26,1995,19,12,1138,12.6,0.0,0.63,0.08,12.5,0.0,0.0,16.0,0.0,0.0,0.0,31.5,40.3,78.1,571.3,199.2,0.0,0.48,1.27,0.79,0.4,2.22,1.27,1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.19,1.19,0.4,0.32,2.3,0.24,2.06,1.83,3.73,2.3,0.0,50.9,3.97,21.7,19.9,13.1,1.9,43.3,,,,,,29.0,164.4,85.9,3.1,1.51,0.4,0.87,0.79,27.0,1.59,0.08,0.08,0.0,1.83,0.63,0.08,1.59,1.19,0.0,0.0,0.0,6.51,1.27,1.43,47.1,2021-2022
Dejan Kulusevski,SWE,MFFW,Tottenham,Premier League,22,2000,15,13,1132,12.6,2.0,1.67,0.48,28.6,0.1,0.33,17.2,0.0,0.0,0.0,25.5,33.4,76.2,350.9,91.2,0.4,1.98,0.63,1.67,0.48,3.1,4.13,3.41,0.08,0.63,0.0,0.0,0.0,0.63,0.56,0.0,0.08,0.0,0.0,0.0,1.75,0.48,1.19,0.24,0.32,0.79,0.0,0.79,0.16,1.9,0.32,0.0,46.7,1.03,7.46,16.9,23.7,5.32,46.7,4.92,1.83,37.1,2.7,54.8,30.6,222.5,117.4,4.29,2.3,2.46,3.89,1.9,32.5,9.05,0.0,0.0,0.0,1.19,1.03,0.08,2.06,0.48,0.0,0.0,0.0,6.59,0.24,0.24,50.0,2022-2023
Sael Kumbedi,FRA,DF,Lyon,Ligue 1,17,2005,7,4,419,4.7,0.0,0.43,0.21,50.0,0.0,0.0,18.8,0.0,0.0,0.0,40.6,49.1,82.7,602.3,123.8,0.0,0.43,0.64,0.21,0.21,1.28,1.06,0.85,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,1.91,1.49,0.64,0.85,1.49,0.64,0.85,0.43,3.4,2.13,0.0,62.8,3.19,17.0,27.2,18.7,1.91,62.8,2.34,0.64,27.3,1.49,63.6,39.4,227.9,97.2,1.06,1.28,0.64,1.28,1.06,35.1,7.02,0.64,0.0,0.0,2.98,1.49,0.21,2.55,1.91,0.0,0.0,0.0,5.32,0.64,2.77,18.8,2022-2023
Marash Kumbulla,ALB,DF,Roma,Serie A,23,2000,4,2,134,1.5,0.0,0.67,0.0,0.0,0.0,0.0,13.8,0.0,0.0,0.0,50.7,54.0,93.8,922.0,279.3,0.0,0.67,1.33,0.0,0.0,2.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.67,0.67,0.0,0.0,0.67,0.67,0.0,0.67,1.33,2.67,0.0,60.7,6.67,32.7,26.0,2.67,1.33,60.7,0.0,0.0,0.0,0.0,0.0,37.3,172.0,72.7,0.67,0.67,0.0,0.67,0.0,49.3,0.0,0.67,0.0,0.0,1.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,4.67,2.0,1.33,60.0,2022-2023
Pierre Kunde,CMR,MF,Bochum,Bundesliga,27,1995,4,2,196,2.2,1.0,1.36,0.45,33.3,0.33,1.0,21.3,0.0,0.0,0.0,28.2,49.1,57.4,509.1,171.8,0.0,0.91,3.18,0.91,0.45,3.18,1.82,1.36,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.73,0.45,0.45,2.27,0.0,1.36,0.0,1.36,0.45,3.18,0.91,0.0,62.3,1.82,10.9,40.0,14.1,0.91,62.3,2.27,0.91,40.0,1.36,60.0,26.4,159.5,84.1,2.27,2.27,0.0,2.73,0.45,32.7,0.45,0.0,0.0,0.0,1.36,3.18,0.0,2.73,0.45,0.0,0.0,0.0,9.55,1.36,0.91,60.0,2022-2023
Alou Kuol,AUS,FW,Stuttgart,Bundesliga,22,2000,1,0,5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,2022-2023
Layvin Kurzawa,FRA,DF,Fulham,Premier League,30,1992,3,2,135,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,27.3,68.3,272.0,90.0,0.0,0.0,0.67,0.67,0.67,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.33,0.67,0.67,0.67,0.67,0.67,0.0,1.33,3.33,2.67,0.0,42.7,5.33,23.3,12.0,7.33,0.0,42.7,2.67,1.33,50.0,1.33,50.0,19.3,66.7,13.3,0.67,0.0,0.0,2.0,0.67,16.0,1.33,0.67,0.0,0.0,0.67,0.0,0.0,1.33,1.33,0.0,0.0,0.0,3.33,0.0,1.33,0.0,2022-2023
Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,22,2001,17,16,1232,13.7,8.0,3.43,1.39,40.4,0.15,0.37,17.9,0.07,0.07,0.07,25.3,32.6,77.6,350.0,63.7,0.66,2.04,1.17,1.31,0.29,2.41,5.11,3.21,0.07,0.88,0.66,0.29,0.0,1.17,0.58,0.07,0.07,0.29,0.15,0.0,1.75,0.73,0.36,0.44,0.95,0.8,0.0,0.8,0.07,1.82,0.29,0.07,49.3,0.36,4.09,15.4,30.4,7.45,49.2,6.86,1.97,28.7,4.01,58.5,31.9,210.7,104.1,4.74,1.75,3.43,2.85,2.26,37.5,10.4,0.0,0.0,0.0,0.66,1.75,0.29,1.9,0.73,0.15,0.0,0.0,4.23,0.15,0.36,28.6,2022-2023
Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,27,1995,22,12,1078,12.0,3.0,2.17,0.83,38.5,0.12,0.3,16.5,0.0,0.0,0.08,12.9,19.5,66.2,191.6,28.1,0.17,0.33,0.67,0.33,0.17,1.08,1.42,0.67,0.0,0.33,0.25,0.17,0.0,0.42,0.17,0.0,0.17,0.08,0.0,0.0,0.5,0.17,0.08,0.25,0.17,0.5,0.17,0.33,0.33,0.83,0.58,0.0,32.9,0.92,2.5,17.8,13.3,3.67,32.8,3.17,1.42,44.7,1.58,50.0,24.3,132.8,34.7,1.08,0.42,0.58,4.0,2.83,26.6,6.25,0.17,0.0,0.0,2.75,1.67,0.75,0.42,0.17,0.0,0.0,0.0,1.92,2.08,2.92,41.7,2022-2023
Daniel Kyereh,GHA,MFFW,Freiburg,Bundesliga,26,1996,12,7,559,6.2,2.0,1.77,0.81,45.5,0.18,0.4,14.9,0.0,0.0,0.0,22.4,29.4,76.4,266.0,46.0,0.0,0.48,0.48,0.48,0.16,1.77,1.61,1.45,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,0.97,0.65,0.32,0.65,0.0,0.65,0.0,0.65,0.32,1.29,0.97,0.0,42.1,1.29,5.81,18.2,18.5,2.58,42.1,1.77,0.48,27.3,1.13,63.6,23.7,103.5,29.5,0.81,0.97,0.16,3.39,1.94,28.7,3.87,0.32,0.0,0.0,1.94,2.58,0.48,0.48,0.65,0.0,0.0,0.0,4.03,1.13,1.13,50.0,2022-2023
Giorgos Kyriakopoulos,GRE,FW,Bologna,Serie A,27,1996,1,0,8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023
�derson,BRA,MF,Salernitana,Serie A,22,1999,15,13,1147,12.7,0.16,1.73,0.63,36.4,0.09,0.25,19.0,0.0,0.0,0.0,23.9,29.2,81.7,416.9,92.5,0.08,0.71,1.89,0.47,0.0,2.13,2.2,1.42,0.0,0.0,0.08,0.55,0.16,0.16,0.08,0.0,0.0,0.0,0.08,0.0,3.07,1.81,1.42,1.1,0.55,1.02,0.31,0.71,1.89,4.96,1.34,0.0,45.8,1.89,10.8,26.6,13.2,2.28,45.7,,,,,,31.8,184.9,100.6,4.17,2.2,0.55,1.65,1.57,29.3,3.46,0.39,0.0,0.0,1.5,3.07,0.08,0.47,1.81,0.0,0.0,0.0,7.32,0.94,1.65,36.4,2021-2022
Ederson,BRA,GK,Manchester City,Premier League,28,1993,37,37,3330,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.4,29.4,89.6,691.1,391.5,0.0,0.03,0.27,0.03,0.0,0.03,0.11,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,31.0,25.8,30.8,0.32,0.0,0.0,26.3,,,,,,19.4,76.8,47.3,0.0,0.0,0.0,0.0,0.0,19.4,0.0,0.08,0.0,0.0,0.03,0.19,0.0,0.0,0.0,0.0,0.03,0.0,3.27,0.0,0.0,0.0,2021-2022
Odsonne �douard,FRA,FW,Crystal Palace,Premier League,24,1998,28,18,1564,17.4,0.34,2.18,0.98,44.7,0.13,0.29,12.7,0.0,0.06,0.06,18.1,25.0,72.4,255.6,52.6,0.17,1.09,1.15,0.75,0.06,2.07,2.24,1.49,0.0,0.23,0.29,0.0,0.23,0.17,0.11,0.0,0.0,0.06,0.0,0.0,0.98,0.75,0.11,0.4,0.46,1.38,0.29,1.09,0.63,1.61,0.92,0.0,39.3,1.03,4.25,18.4,19.4,5.17,38.1,,,,,,24.8,124.4,79.9,4.08,1.21,0.52,2.7,2.64,28.0,7.13,0.23,0.0,0.0,1.61,0.63,0.23,0.46,0.75,0.0,0.0,0.0,4.94,2.64,3.68,41.8,2021-2022
CJ Egan-Riley,ENG,DF,Manchester City,Premier League,19,2003,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,32.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,1.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022
Maximilian Eggestein,GER,MF,Freiburg,Bundesliga,25,1996,31,26,2194,24.4,0.04,0.98,0.25,25.0,0.04,0.17,20.5,0.0,0.0,0.0,29.0,38.2,75.8,490.1,146.4,0.08,0.9,3.77,0.86,0.16,3.73,2.01,1.68,0.08,0.0,0.08,0.08,0.08,0.25,0.2,0.0,0.0,0.0,0.04,0.0,2.05,1.19,0.86,0.94,0.25,2.13,0.57,1.56,1.39,3.44,1.48,0.04,50.0,2.75,11.5,27.9,13.4,1.56,49.3,,,,,,28.9,134.5,70.2,2.75,0.86,0.08,0.9,1.19,28.8,2.25,0.08,0.0,0.0,1.48,1.23,0.04,0.45,1.19,0.0,0.0,0.0,11.2,2.7,2.42,52.8,2021-2022
